code,date,open,high,low,close,volume,amount,name
002948,2023-05-23,3.39,3.4,3.34,3.34,19359500.0,0.0,青岛银行
002948,2023-05-24,3.36,3.36,3.3,3.31,22398200.0,0.0,青岛银行
002948,2023-05-25,3.3,3.32,3.28,3.31,16297300.0,0.0,青岛银行
002948,2023-05-26,3.31,3.32,3.28,3.31,14540100.0,0.0,青岛银行
002948,2023-05-29,3.31,3.33,3.28,3.29,20992600.0,0.0,青岛银行
002948,2023-05-30,3.3,3.3,3.26,3.29,17049800.0,0.0,青岛银行
002948,2023-05-31,3.29,3.29,3.26,3.28,13186800.0,0.0,青岛银行
002948,2023-06-01,3.28,3.31,3.26,3.28,16131400.0,0.0,青岛银行
002948,2023-06-02,3.29,3.32,3.28,3.31,19485000.0,0.0,青岛银行
002948,2023-06-05,3.31,3.34,3.3,3.32,12482700.0,0.0,青岛银行
002948,2023-06-06,3.32,3.34,3.28,3.29,14626700.0,0.0,青岛银行
002948,2023-06-07,3.3,3.35,3.29,3.34,15837600.0,0.0,青岛银行
002948,2023-06-08,3.33,3.41,3.32,3.4,29712800.0,0.0,青岛银行
002948,2023-06-09,3.4,3.48,3.38,3.42,50795400.0,0.0,青岛银行
002948,2023-06-12,3.42,3.44,3.37,3.38,28844100.0,0.0,青岛银行
002948,2023-06-13,3.39,3.4,3.36,3.36,15332700.0,0.0,青岛银行
002948,2023-06-14,3.36,3.38,3.33,3.34,18124400.0,0.0,青岛银行
002948,2023-06-15,3.34,3.36,3.32,3.34,12927100.0,0.0,青岛银行
002948,2023-06-16,3.35,3.35,3.3,3.31,21453300.0,0.0,青岛银行
002948,2023-06-19,3.31,3.32,3.27,3.28,19936600.0,0.0,青岛银行
002948,2023-06-20,3.28,3.29,3.26,3.26,16894400.0,0.0,青岛银行
002948,2023-06-21,3.13,3.13,3.08,3.08,21394500.0,0.0,青岛银行
002948,2023-06-26,3.08,3.09,3.04,3.06,16393600.0,0.0,青岛银行
002948,2023-06-27,3.07,3.11,3.06,3.1,9475600.0,0.0,青岛银行
002948,2023-06-28,3.1,3.11,3.07,3.1,8760700.0,0.0,青岛银行
002948,2023-06-29,3.09,3.11,3.08,3.1,10635200.0,0.0,青岛银行
002948,2023-06-30,3.1,3.13,3.09,3.13,12193100.0,0.0,青岛银行
002948,2023-07-03,3.13,3.18,3.12,3.16,14492800.0,0.0,青岛银行
002948,2023-07-04,3.15,3.16,3.13,3.14,9965600.0,0.0,青岛银行
002948,2023-07-05,3.14,3.17,3.13,3.15,9504700.0,0.0,青岛银行
002948,2023-07-06,3.14,3.16,3.12,3.12,8907800.0,0.0,青岛银行
002948,2023-07-07,3.12,3.16,3.11,3.13,8896400.0,0.0,青岛银行
002948,2023-07-10,3.13,3.16,3.13,3.16,6249300.0,0.0,青岛银行
002948,2023-07-11,3.16,3.17,3.14,3.16,7713200.0,0.0,青岛银行
002948,2023-07-12,3.17,3.18,3.14,3.15,7802100.0,0.0,青岛银行
002948,2023-07-13,3.15,3.18,3.15,3.17,10095900.0,0.0,青岛银行
002948,2023-07-14,3.17,3.18,3.16,3.17,7051600.0,0.0,青岛银行
002948,2023-07-17,3.16,3.17,3.14,3.17,6104700.0,0.0,青岛银行
002948,2023-07-18,3.17,3.18,3.16,3.17,5883200.0,0.0,青岛银行
002948,2023-07-19,3.18,3.19,3.16,3.19,9495300.0,0.0,青岛银行
002948,2023-07-20,3.19,3.21,3.17,3.18,11670400.0,0.0,青岛银行
002948,2023-07-21,3.17,3.2,3.16,3.2,10266000.0,0.0,青岛银行
002948,2023-07-24,3.18,3.26,3.17,3.25,27837400.0,0.0,青岛银行
002948,2023-07-25,3.24,3.3,3.24,3.29,19555800.0,0.0,青岛银行
002948,2023-07-26,3.28,3.3,3.27,3.3,13254000.0,0.0,青岛银行
002948,2023-07-27,3.29,3.35,3.27,3.32,23016700.0,0.0,青岛银行
002948,2023-07-28,3.3,3.42,3.3,3.41,39605300.0,0.0,青岛银行
002948,2023-07-31,3.41,3.5,3.4,3.48,52235100.0,0.0,青岛银行
002948,2023-08-01,3.47,3.51,3.44,3.49,34286100.0,0.0,青岛银行
002948,2023-08-02,3.45,3.49,3.43,3.45,31490100.0,0.0,青岛银行
002948,2023-08-03,3.46,3.5,3.43,3.49,26902300.0,0.0,青岛银行
002948,2023-08-04,3.49,3.55,3.47,3.49,35034700.0,0.0,青岛银行
002948,2023-08-07,3.49,3.49,3.43,3.46,21371500.0,0.0,青岛银行
002948,2023-08-08,3.46,3.48,3.43,3.47,16441200.0,0.0,青岛银行
002948,2023-08-09,3.47,3.48,3.45,3.46,12518300.0,0.0,青岛银行
002948,2023-08-10,3.46,3.47,3.43,3.46,9554900.0,0.0,青岛银行
002948,2023-08-11,3.45,3.47,3.41,3.43,13945300.0,0.0,青岛银行
002948,2023-08-14,3.41,3.41,3.37,3.38,12671300.0,0.0,青岛银行
002948,2023-08-15,3.36,3.44,3.36,3.41,14003600.0,0.0,青岛银行
002948,2023-08-16,3.41,3.47,3.38,3.43,19516600.0,0.0,青岛银行
002948,2023-08-17,3.43,3.46,3.36,3.39,18995200.0,0.0,青岛银行
002948,2023-08-18,3.39,3.45,3.38,3.4,16277300.0,0.0,青岛银行
002948,2023-08-21,3.39,3.41,3.34,3.35,12035900.0,0.0,青岛银行
002948,2023-08-22,3.35,3.41,3.35,3.38,16847600.0,0.0,青岛银行
002948,2023-08-23,3.38,3.4,3.36,3.37,14927500.0,0.0,青岛银行
002948,2023-08-24,3.37,3.39,3.31,3.32,14097600.0,0.0,青岛银行
002948,2023-08-25,3.33,3.42,3.32,3.37,16880400.0,0.0,青岛银行
002948,2023-08-28,3.54,3.6,3.4,3.42,32147100.0,0.0,青岛银行
002948,2023-08-29,3.41,3.41,3.23,3.29,72882400.0,0.0,青岛银行
002948,2023-08-30,3.28,3.29,3.2,3.2,42140800.0,0.0,青岛银行
002948,2023-08-31,3.23,3.27,3.2,3.21,39879400.0,0.0,青岛银行
002948,2023-09-01,3.22,3.36,3.22,3.31,58038800.0,0.0,青岛银行
002948,2023-09-04,3.33,3.44,3.32,3.43,45551000.0,0.0,青岛银行
002948,2023-09-05,3.43,3.43,3.36,3.39,28118000.0,0.0,青岛银行
002948,2023-09-06,3.38,3.43,3.36,3.41,22109800.0,0.0,青岛银行
002948,2023-09-07,3.41,3.45,3.39,3.41,25379400.0,0.0,青岛银行
002948,2023-09-08,3.41,3.43,3.39,3.41,18647200.0,0.0,青岛银行
002948,2023-09-11,3.41,3.47,3.4,3.45,27107200.0,0.0,青岛银行
002948,2023-09-12,3.43,3.46,3.42,3.44,18148900.0,0.0,青岛银行
002948,2023-09-13,3.43,3.45,3.42,3.44,15162000.0,0.0,青岛银行
002948,2023-09-14,3.45,3.5,3.43,3.48,27558400.0,0.0,青岛银行
002948,2023-09-15,3.5,3.52,3.47,3.49,21131200.0,0.0,青岛银行
002948,2023-09-18,3.48,3.51,3.44,3.49,21009800.0,0.0,青岛银行
002948,2023-09-19,3.48,3.53,3.48,3.51,22605600.0,0.0,青岛银行
002948,2023-09-20,3.51,3.56,3.48,3.54,29121900.0,0.0,青岛银行
002948,2023-09-21,3.54,3.54,3.49,3.52,19764500.0,0.0,青岛银行
002948,2023-09-22,3.5,3.54,3.47,3.52,21341600.0,0.0,青岛银行
002948,2023-09-25,3.5,3.54,3.47,3.52,19719400.0,0.0,青岛银行
002948,2023-09-26,3.5,3.54,3.49,3.5,14352400.0,0.0,青岛银行
002948,2023-09-27,3.49,3.52,3.45,3.47,21843000.0,0.0,青岛银行
002948,2023-09-28,3.48,3.52,3.47,3.48,17036300.0,0.0,青岛银行
002948,2023-10-09,3.47,3.52,3.42,3.51,27089400.0,0.0,青岛银行
002948,2023-10-10,3.49,3.52,3.42,3.42,20622400.0,0.0,青岛银行
002948,2023-10-11,3.43,3.47,3.41,3.42,20658200.0,0.0,青岛银行
002948,2023-10-12,3.46,3.49,3.43,3.43,20971400.0,0.0,青岛银行
002948,2023-10-13,3.42,3.48,3.38,3.44,22541200.0,0.0,青岛银行
002948,2023-10-16,3.44,3.47,3.4,3.45,17791000.0,0.0,青岛银行
002948,2023-10-17,3.45,3.48,3.44,3.46,14645400.0,0.0,青岛银行
002948,2023-10-18,3.45,3.48,3.42,3.42,13915100.0,0.0,青岛银行
002948,2023-10-19,3.42,3.43,3.36,3.37,16928400.0,0.0,青岛银行
002948,2023-10-20,3.36,3.44,3.33,3.4,14974200.0,0.0,青岛银行
002948,2023-10-23,3.39,3.4,3.33,3.36,15406700.0,0.0,青岛银行
002948,2023-10-24,3.37,3.37,3.28,3.32,25010100.0,0.0,青岛银行
002948,2023-10-25,3.33,3.39,3.32,3.37,19204900.0,0.0,青岛银行
002948,2023-10-26,3.35,3.4,3.34,3.39,12169100.0,0.0,青岛银行
002948,2023-10-27,3.38,3.4,3.28,3.31,35903400.0,0.0,青岛银行
002948,2023-10-30,3.31,3.31,3.24,3.25,29666900.0,0.0,青岛银行
002948,2023-10-31,3.26,3.28,3.24,3.26,26486900.0,0.0,青岛银行
002948,2023-11-01,3.27,3.3,3.25,3.26,27773300.0,0.0,青岛银行
002948,2023-11-02,3.26,3.28,3.25,3.26,22603500.0,0.0,青岛银行
